Fecha,Hora,Persona,Mensaje
"5/2/24,",11:50:08,~ Teresa,El próximo sábado comemos en Juanchos? 🫶🏼🫶🏼
"5/2/24,",11:54:48,Sil🐨,Yo ayer estaba con el cv☹️
"5/2/24,",11:55:01,Sil🐨,Me trae loca
"5/2/24,",11:55:31,~ Teresa,El cv o el juanchos? 😂
"5/2/24,",11:55:38,~ Teresa,Por qué? Que pasó?
"5/2/24,",11:55:41,Sil🐨,Yo esq el domingo iba a ir🥲
"5/2/24,",11:56:06,Sil🐨,El cv que no se como estructurar y poner JAJAJAJAJA
"5/2/24,",11:56:32,Sil🐨,Podemos ir al siguiente 🥴
"5/2/24,",12:00:36,Sil🐨,O conocéis algún sitio chulo para ir a comer cerca del teatro la latina?
"5/2/24,",12:22:59,Sil🐨,@34675233007 del workshop el bonus has hecho lo que harias o has puesto lo harias?
"5/2/24,",13:03:16,~ Teresa,He puesto cómo lo haría 🤡
"5/2/24,",13:11:11,Alana Ironhack,Ashhh el workshop yo subí los otros dos labs
"5/2/24,",13:11:12,Alana Ironhack,Me falta terminar el workshop y el último lab 😡😡😡
"5/2/24,",13:11:12,Alana Ironhack,Si xq mi cuando quieran vamos a Juanchos!!! Entonces cuando el 10 o el 17 ??
"5/2/24,",13:11:12,Alana Ironhack,Lo del cv rocio me dijo que me iba a mandar ejemplos pero creo q no me mandó nada
"5/2/24,",13:17:33,Alana Ironhack,Pero xq en la latina?
"5/2/24,",13:17:36,Alana Ironhack,El punto es ir a Juanchos
"5/2/24,",13:59:25,Sil🐨,Ahh valee pues voy a hacer lo mismo estaba en plan lo hago o lo pongo
"5/2/24,",13:59:38,Sil🐨,Sii podéis el 17 mejor😵‍💫
"5/2/24,",14:00:07,Sil🐨,Porque voy a la latina a comer y por si sabéis de algún sitio allí☺️
"5/2/24,",14:36:38,~ Teresa,Hoy?
"5/2/24,",14:36:54,~ Teresa,https://maps.app.goo.gl/cHExNkqVHgxVwA169?g_st=iw
"5/2/24,",14:37:04,~ Teresa,"Espero que no, te paso un par"
"5/2/24,",14:38:00,~ Teresa,"Este es más rollo de compartir entrantes y tal, los fingers de pollo crujientes son 😍"
"5/2/24,",14:39:24,~ Teresa,https://maps.app.goo.gl/YSRyLnDD5JsybMWW9?g_st=iw
"5/2/24,",14:39:53,~ Teresa,Este es más carete pero la pasta y el asado 🤤🤤
"5/2/24,",14:40:38,~ Teresa,https://maps.app.goo.gl/Z3n3AHi3HrsksDbh9?g_st=iw
"5/2/24,",14:41:32,~ Teresa,"Y este está algo más escondido en la calle Segovia, detrás de los jardines pero lo llevaban unos argentinos-italianos que hacían la pizza flipante y la cerveza era Estrella Galicia 💃🏼"
"5/2/24,",15:14:06,Sil🐨,no hoy no
"5/2/24,",15:15:57,Sil🐨,gracias Tere me los apunto todos
"5/2/24,",15:19:58,Alana Ironhack,Ah pues de la latina hay uno que está justo junto al teatro que es tailandés y me gusta mucho
"5/2/24,",15:20:03,Alana Ironhack,Ahora te paso el nombre
"5/2/24,",15:20:29,Alana Ironhack,Vale pues vamos el 17 después de que me declaren ganadora en la competive jajaj
"5/2/24,",15:23:15,~ Teresa,Si cualquiera de nosotras tres resulta ganadora de la competición creo que debería invitar a un tequila al equipo capibara a modo de homenaje
"5/2/24,",15:24:13,Alana Ironhack,Yo invito 3 jajaja si gano
"5/2/24,",15:24:41,Alana Ironhack,Capibaras team
"5/2/24,",17:06:23,Sil🐨,oye vosotras en donde haceis el cv
"5/2/24,",17:06:24,Sil🐨,?
"5/2/24,",17:11:04,Alana Ironhack,Yo hice uno en canva
"5/2/24,",17:11:58,Alana Ironhack,Ya le dije a Rocio a ver si me lo manda y te lo paso
"5/2/24,",17:16:53,~ Teresa,Canva tb
"5/2/24,",17:17:02,~ Teresa,Roció me dijo que ella no estaba muy a favor pero buah
"5/2/24,",17:17:24,Alana Ironhack,Ah pues que mande las opciones que me dijo xq no tengo nada
"5/2/24,",17:17:35,Alana Ironhack,Cuando me lo mande lo comprarlo
"5/2/24,",17:17:37,Alana Ironhack,Comparto
"5/2/24,",17:23:29,Alana Ironhack,Yo justo ahora estoy añadiendo contactos
"5/2/24,",17:23:34,Alana Ironhack,Pero solo tengo 88
"5/2/24,",17:24:03,Alana Ironhack,Pffff de donde voy a sacar 412 más
"5/2/24,",17:24:42,~ Teresa,Por qué quieres 412 contactos? Quieres ser influencer?
"5/2/24,",17:24:55,Alana Ironhack,Jajaj no
"5/2/24,",17:25:15,Alana Ironhack,Pero rocio me dijo que después de los 500 contactos tienes más visibilidad
"5/2/24,",17:29:03,Sil🐨,Sii yo empecé a seguir a todo el que tenga data JAJAJAJAJA
"5/2/24,",17:29:20,Sil🐨,Joe esq yo lo hice con resume.io
"5/2/24,",17:30:12,Sil🐨,Y tengo que pagar
"5/2/24,",17:30:20,Sil🐨,Que rabia
"5/2/24,",17:30:32,~ Teresa,Tienes que pagar? Por qué?
"5/2/24,",17:32:22,Sil🐨,Para exportar me cobran 2 con algo una semana
"5/2/24,",17:32:30,Sil🐨,No es mucho a lo mejor lo pago
"5/2/24,",17:32:50,Sil🐨,Lo que hice es pasarle el link
"5/2/24,",17:32:55,Alana Ironhack,De vdd ??? Ay seguro hay otra opción
"5/2/24,",17:33:01,~ Teresa,Wait que quizá lo puedas copiar y exportar en Canva o algo
"5/2/24,",17:43:46,Sil🐨,Luego os lo enseño
"6/2/24,",11:27:39,~ Teresa,OG dejándonos deberes para el sábado “con cariño”
"6/2/24,",12:22:21,Sil🐨,uy octavio
"6/2/24,",12:22:39,Sil🐨,pues no tengo ni idea de presupuestos
"6/2/24,",12:22:43,Sil🐨,xd
"6/2/24,",12:32:48,Sil🐨,@34675233007 supongo que estas currando pero para cuando puedas te dejo una duda por aqui jajajaja
"6/2/24,",12:35:05,Sil🐨,"en el lab de ayer lo dejemos cuando eliminamos las columns con poco valor, en el siguiente paso te piden que examines las columnas que no tienen valor (los null no?) entonces mi duda es: el paso anterior (eliminar las columns) lo tendria que unir a mi dataframe? "
"6/2/24,",12:47:56,Sil🐨,valee creo que lo estoy haciendo mal...porque al unirlo me cambia la ultima grafica pero no me elemina las columns..
"6/2/24,",12:50:20,~ Teresa,Es que creo que me he perdido aquí… o sea después de eliminar las columnas con más corrrlacion luego te decían que vieras las que tenían valores nulos y la que tuviera muchísimos te la cargabas tb
"6/2/24,",12:50:42,~ Teresa,Aunque no recuerdo si eran de todas las columnas o sólo de las categóricas (no me acuerdo)
"6/2/24,",12:50:51,~ Teresa,Pero luego yo no unía nada
"6/2/24,",12:51:02,~ Teresa,A mediodía te respondo que me traje el ordenador para avanzar
"6/2/24,",13:06:15,Sil🐨,valee perfe pues luego lo vemos
"6/2/24,",13:06:31,Sil🐨,"porque claro es lo dices tu, no tiene sentido"
"6/2/24,",13:31:03,Alana Ironhack,Holii
"6/2/24,",13:31:06,Alana Ironhack,Mi señal va fatal y no me carga Slack
"6/2/24,",13:36:55,Alana Ironhack,Ya ya estoy viendo los regalos
"6/2/24,",13:37:13,Alana Ironhack,Jajaja
"6/2/24,",15:12:43,~ Teresa,https://www.instagram.com/reel/C3AckdjMEU6/?igsh=MTl6enQ3bXVrYXE5Mg==
"6/2/24,",15:12:51,~ Teresa,Pon una capi en lugar del perrete
"6/2/24,",16:35:50,Alana Ironhack,Mi foto
"6/2/24,",19:04:58,Alana Ironhack,Mañana tengo q ir disfrazada
"6/2/24,",19:05:11,Alana Ironhack,Espero de vdd que me de tiempo de venir a casa a cambiarme
"6/2/24,",19:08:41,Sil🐨,De que vas disfrazada capi?
"6/2/24,",19:09:02,Alana Ironhack,De esto
"6/2/24,",19:09:15,Alana Ironhack,De Michi
"6/2/24,",19:09:25,Alana Ironhack,Jiji
"6/2/24,",19:09:27,Sil🐨,No pasa nada puedes venir así
"6/2/24,",19:10:02,Alana Ironhack,Jajaja
"6/2/24,",19:24:13,~ Teresa,Michiiii ven disfrazada porfaaaa
"6/2/24,",19:25:51,Alana Ironhack,Jaja esq voy a pintarme la cara
"6/2/24,",19:27:00,~ Teresa,No veo dónde está el problema
"6/2/24,",19:27:20,Sil🐨,Yo tampoco
"6/2/24,",19:27:22,~ Teresa,"Si se te va algo de maquillaje lo entenderemos, o te repasamos antes y listo"
"6/2/24,",19:27:46,Alana Ironhack,Jajaja
"7/2/24,",8:38:42,~ Teresa,Por favor que mona MichiAlana
"7/2/24,",8:39:11,Alana Ironhack,Y tengo colita tmb
"7/2/24,",8:39:14,~ Teresa,Me encantan las orejillas
"7/2/24,",8:39:35,~ Teresa,En el fondo os lo pasáis bien en Amanzon jodida
"7/2/24,",8:40:19,Alana Ironhack,Si la vdd si
"7/2/24,",8:40:24,Alana Ironhack,Eso si la pasamos muy bien
"7/2/24,",8:55:36,Sil🐨,JAJAJAJAJA que guapa alana 🥰
"7/2/24,",10:02:39,Alana Ironhack,"Echa un vistazo a este empleo en Amazon: Senior Financial Analyst, Amazon Logistics"
"7/2/24,",10:04:19,Alana Ironhack,Capis está súper bien esto por si quieren aplicar
"7/2/24,",11:05:02,~ Teresa,Y cuando me pregunten por experiencia Financial les diré que vivo sola y a veces no como arroz 🤡
"7/2/24,",11:42:57,Alana Ironhack,Jajajaj
"7/2/24,",11:42:57,Alana Ironhack,Oye tú manejas tus finanzas q más quieres
"7/2/24,",12:42:31,Sil🐨,tere te estoy cotilleando linkeding jeje
"7/2/24,",12:43:32,Sil🐨,JAJAJAJJAJA
"7/2/24,",12:43:37,Sil🐨,esta muy bonito
"7/2/24,",12:43:49,~ Teresa,Siempre digo que lo voy a actualizar y a darle más importancia a publicaciones y nunca lo hago
"7/2/24,",12:44:02,~ Teresa,De hecho probablemente no tenga ni el cv vinculado actualizado
"7/2/24,",12:52:28,Sil🐨,estaba cotilleando que has puesto en acerca de ti
"7/2/24,",12:53:01,Sil🐨,que lo estoy dejando bonito pra mandarlo
"7/2/24,",13:17:46,Alana Ironhack,Ay luego cotilleare los suyos
"7/2/24,",13:18:00,Alana Ironhack,Yo no he visto solo las añadí jajaj
"7/2/24,",13:47:30,~ Teresa,"No lo hice yo, lo hizo Chat GPT 🫢"
"7/2/24,",13:47:58,Alana Ironhack,Jajaja
"7/2/24,",16:15:04,~ Teresa,Estas jugando a validar aptitudes? Jajajajaja
"7/2/24,",16:31:10,Sil🐨,Jajajajaja
"7/2/24,",17:58:20,~ Teresa,Voy a llegar unos 10-15 minutos tardes capis
"7/2/24,",17:58:26,~ Teresa,Que acabo de salir del trabajo
"7/2/24,",18:02:19,Sil🐨,Valee aviso
"7/2/24,",18:25:01,Alana Ironhack,Y yo
"7/2/24,",18:25:03,Alana Ironhack,Jiji
"7/2/24,",18:25:07,Alana Ironhack,Estoy aparcando
"7/2/24,",18:30:50,Sil🐨,valee nosotras ya estamos
"7/2/24,",20:42:19,Sil🐨,no me estoy enterando de na
"7/2/24,",20:44:05,Alana Ironhack,Yo solo estoy  poniendo mis  esperanzas en que Tere y su mente brillante nos ilumine un poco
"7/2/24,",20:44:21,Alana Ironhack,Xq yo esq me está hablando en chino japonés jajaja
"7/2/24,",21:00:42,Sil🐨,Yo estoy igual que el mono
"7/2/24,",21:02:57,~ Teresa,Decimos de Rodrigo pero la mente de Carlos también es Chenoa
"7/2/24,",21:03:18,~ Teresa,"Como tú vas, él ya ha vuelto 3 y 4 veces"
"7/2/24,",21:03:33,Alana Ironhack,Si si es muy inteligente
"7/2/24,",21:03:58,Alana Ironhack,Lo único que como está Rodrigo lo ha eclipsado un poco
"7/2/24,",21:04:01,Sil🐨,Sii sii Carlos es igual
"7/2/24,",21:04:04,Alana Ironhack,Pero es muy top
"7/2/24,",21:07:30,Alana Ironhack,Yo ya asumí que en esta vida llegué al mismo tiempo a la repartición de estatura que de inteligencia jajaja
"7/2/24,",21:07:51,Alana Ironhack,Tengo lo justo para sobrevivir
"7/2/24,",21:12:37,Sil🐨,JAJAJAJJAA
"7/2/24,",21:22:46,~ Teresa,JAJAJAJAJAJAJA
"7/2/24,",21:22:55,~ Teresa,"Me la apunto, me encantó la frase"
"7/2/24,",22:13:26,Sil🐨,Oye dio mucho más después de irme?
"7/2/24,",23:08:43,~ Teresa,Abrimos debate sobre modelos no supervisados
"7/2/24,",23:09:09,~ Teresa,Pero ya el hambre era notable
"7/2/24,",23:09:30,Sil🐨,Ahh valee bueno no podría aportar mucho
"7/2/24,",23:10:42,Sil🐨,Esq ya me tenia ir
"7/2/24,",23:11:02,Sil🐨,Me daba mazo cosa irme el pobre Octavio me tiene que odiar
"7/2/24,",23:11:43,Sil🐨,Por eso me pregunta todo el rato
"7/2/24,",23:12:27,~ Teresa,Te terminas tatuando overfitting y listo JAJAJA
"7/2/24,",23:12:43,Alana Ironhack,Jajaja
"7/2/24,",23:14:21,Sil🐨,Me debe de ver siempre empanada o algo
"7/2/24,",23:14:32,Sil🐨,No lo entiendo
"7/2/24,",23:14:34,Sil🐨,JAJAJAJAJA
"7/2/24,",23:15:06,Sil🐨,Si fuera lo único que me tendría que tatuar me quedo sin huecos en el cuerpo
"7/2/24,",23:15:33,Sil🐨,Si me hubiera preguntado primero lo hubiera dicho bien jo
"7/2/24,",23:16:12,~ Teresa,"Lo hace también por pinchar, porque sabe que os pone nerviosos"
"7/2/24,",23:16:22,~ Teresa,A Jon se lo dijo en unas cerves
"7/2/24,",23:16:27,Alana Ironhack,Totalmente
"7/2/24,",23:16:35,Alana Ironhack,Sabe que lo pasamos mal cuando nos pregunta
"7/2/24,",23:17:56,Sil🐨,Esq siempre que me pregunta me quedo en blanco en plan que me a preguntado☹️
"7/2/24,",23:18:06,Sil🐨,Que cabron
"7/2/24,",23:23:03,Alana Ironhack,A ver xq no le pregunta a Rodri
"7/2/24,",23:23:10,Alana Ironhack,Xq sabe que no le hace ni cosquillas
"7/2/24,",23:23:41,Sil🐨,Eso es verdad Jajajajaja
"7/2/24,",23:23:54,Sil🐨,Pero tiene más gente
"7/2/24,",23:24:17,Alana Ironhack,Pero le da x días
"7/2/24,",23:24:25,Alana Ironhack,Ahorita tú eres la de moda
"7/2/24,",23:24:45,Sil🐨,No me gusta esa moda JAJAJAJAJA
"7/2/24,",23:25:02,Alana Ironhack,Digamos que tú eres tendencia jajaj
"7/2/24,",23:25:24,Sil🐨,La verdad que si no me pregunta no se me quedaría
"7/2/24,",23:26:21,Alana Ironhack,"Totalmente a mi, me pasó con lo de regresión y clasificación"
"7/2/24,",23:27:36,Sil🐨,De todas maneras hoy no a explicado muy bien
"7/2/24,",23:27:52,Sil🐨,Nos hemos quedado casi todos como que es eso
"7/2/24,",23:31:17,Alana Ironhack,A mí en general me gusta más como explica Víctor
"7/2/24,",23:31:53,Alana Ironhack,Me parece que Octavio es un crack y sabe muchísimo pero le entiendo más a Víctor
"7/2/24,",23:32:15,Sil🐨,A mí me pasa lo mismo
"7/2/24,",23:32:46,Sil🐨,No se si es porque a vivido lo mismo
"7/2/24,",23:33:02,Alana Ironhack,Siii yo tmb creo q es por eso
"7/2/24,",23:33:21,Alana Ironhack,Me da la impresión que Octavio es ya lo expliqué es tu problema si no entiendes o no
"7/2/24,",23:33:26,Alana Ironhack,Víctor es más paciente
"7/2/24,",23:34:08,Alana Ironhack,Tere Capibara no contesta xq seguro está con las cervezas
"7/2/24,",23:34:21,Sil🐨,Sii a mí me a enviado hoy en la clase algunos Oseas de proyectos por si me ayuda
"7/2/24,",23:34:23,Alana Ironhack,Ella dijo que llegaría a ponerse cucaracha panza arriba
"7/2/24,",23:34:47,Alana Ironhack,Si es un amor Víctor
"7/2/24,",23:34:51,Sil🐨,A mí me han dado ganas Jajajajaja con la clase de hoy
"7/2/24,",23:35:12,Alana Ironhack,Yo no sé si alcohol o drogas
"7/2/24,",23:35:17,Sil🐨,JAJAJAJAJA
"7/2/24,",23:35:20,Alana Ironhack,Sentía que me hablaban en árabe
"7/2/24,",23:35:31,Sil🐨,De todo un poco
"7/2/24,",23:35:37,Sil🐨,Hoy a sido mortal
"7/2/24,",23:35:36,~ Teresa,Estoy que me muero en serio JAJAJAJA
"7/2/24,",23:35:51,~ Teresa,"Pero hoy se ha hablado de árabe, no?"
"7/2/24,",23:36:17,Sil🐨,Le estoy cogiendo hasta asco
"7/2/24,",23:37:00,Alana Ironhack,Se habló de árabe o hablo en árabe
"7/2/24,",23:37:06,Alana Ironhack,Xq para mi hablo en árabe jajaja
"7/2/24,",23:37:16,~ Teresa,Jajajaja
"7/2/24,",23:37:26,Sil🐨,Mirar me paso una idea que es a analizar los sentimientos de una conver de aquí
"7/2/24,",23:39:12,~ Teresa,😂
"7/2/24,",23:39:20,~ Teresa,Analizar nuestros stickers
"7/2/24,",23:39:54,Alana Ironhack,Jajaja
"7/2/24,",23:41:30,Sil🐨,Esta guapo
"7/2/24,",23:41:44,Sil🐨,Pero a mí como que se me queda corto
"7/2/24,",23:42:11,Sil🐨,Se que no soy Rodrigo pero quiero hacer algo chulo
"7/2/24,",23:43:02,Sil🐨,Así me siento
"7/2/24,",23:44:08,Alana Ironhack,Nosotras damos mucho ehhh
"7/2/24,",23:44:15,Alana Ironhack,Al menos sería divertido jaja
"7/2/24,",23:44:48,~ Teresa,Tia yo si quieres te dejo mis conversaciones por tinder
"7/2/24,",23:44:54,~ Teresa,Y haces un modelo de predicción de ghosting o cervezas
"7/2/24,",23:44:55,Sil🐨,JAJAJAJAJA
"7/2/24,",23:45:06,Sil🐨,Estaría guapo
"7/2/24,",23:45:08,~ Teresa,Seria buenísimo
"7/2/24,",23:45:15,Alana Ironhack,Jajajaj ay porfa lo necesito
"7/2/24,",23:46:06,Sil🐨,Yo metiendo de todo
"7/2/24,",23:46:28,Alana Ironhack,Análisis de sentimientos y vida personal de una Capibara
"7/2/24,",23:46:41,Sil🐨,Y luego veo en clase a Rodrigo que ya tiene hasta la web
"7/2/24,",23:46:45,Alana Ironhack,Ese puede ser el título
"7/2/24,",23:46:50,Sil🐨,JAJAJAJAJA
"7/2/24,",23:47:14,Alana Ironhack,Jajaja si si Rodrigo ya está terminado el proyecto
"7/2/24,",23:47:28,Alana Ironhack,Bueno eso creo jajaja
"7/2/24,",23:47:39,Alana Ironhack,Esq él empezó desde que empezó el curso
"7/2/24,",23:47:44,Sil🐨,Y luego estoy yo que no se que hacer y nose como hacer el proyecto 3
"7/2/24,",23:47:53,Sil🐨,JAJAJAJAJA
"7/2/24,",23:48:05,Alana Ironhack,Y estoy yo anotando palabras clase en un bloc de notas
"7/2/24,",23:48:10,Alana Ironhack,A ver si se me queda algo
"7/2/24,",23:48:46,Alana Ironhack,Jajaja si si el no sé qué hace ahí jaja
"7/2/24,",23:49:03,Alana Ironhack,El podría ser un Víctor
"7/2/24,",23:49:11,Alana Ironhack,O quizás Octavio
"7/2/24,",23:49:21,Alana Ironhack,Lo siento como un insulto a mí inteligencia
"7/2/24,",23:49:41,Sil🐨,Y luego dice que no tiene entrevistas y me quedo como
"7/2/24,",23:49:56,Alana Ironhack,No no
"7/2/24,",23:50:02,Sil🐨,Pues podría ser perfectamente
"7/2/24,",23:50:01,Alana Ironhack,Pero eso no tiene nada que ver
"7/2/24,",23:50:22,Alana Ironhack,Al final en el trabajo no todo es lo que sabes hacer
"7/2/24,",23:50:38,Alana Ironhack,Y en las entrevistas tmb es como te vendas
"7/2/24,",23:50:59,Alana Ironhack,Y quizás Rodri es un genio para eso pero en las entrevistas no hace click
"7/2/24,",23:51:10,Sil🐨,"Eso es verdad, en las entrevista tienes que decir que sabes hacer de todo"
"7/2/24,",23:51:23,Sil🐨,Ya eso puede ser
"7/2/24,",23:51:32,Alana Ironhack,Yo tengo un ejemplo
"7/2/24,",23:52:03,Alana Ironhack,Y claro no la conocen pero mi jefa no sabe ni hacer una pivot
"7/2/24,",23:52:22,Alana Ironhack,Imagínate para ella yo soy casi programabdora
"7/2/24,",23:52:24,Sil🐨,JAJAJAJAJA es verdad que lo contaste
"7/2/24,",23:52:26,Alana Ironhack,Para que veas jajaja
"7/2/24,",23:52:31,~ Teresa,Quiero conocer a esa señora
"7/2/24,",23:52:51,Sil🐨,A esa señora la pusieron porque le tocó
"7/2/24,",23:52:51,Alana Ironhack,Pero cuando cuenta las cosas que “hace”
"7/2/24,",23:52:56,Alana Ironhack,Lo vende de una forma
"7/2/24,",23:53:12,Alana Ironhack,Que te convence q sabe y que domina el asunto
"7/2/24,",23:53:22,Sil🐨,Esa señora es como mi ex-jefe
"7/2/24,",23:53:31,Sil🐨,Vende un humo
"7/2/24,",23:53:33,Alana Ironhack,Aunq tu sabes q no sabe ni que es una o por lo redondo
"7/2/24,",23:53:45,Alana Ironhack,Pero la escuchas hablar y dices wow
"7/2/24,",23:53:51,Alana Ironhack,Por eso está ahí
"7/2/24,",23:54:01,Alana Ironhack,Ganando un paston
"7/2/24,",23:54:23,Alana Ironhack,Entonces no todo es lo que sabes
"7/2/24,",23:54:47,Alana Ironhack,Por eso no decaigas por lo de las  entrevistas
"7/2/24,",23:54:50,Sil🐨,Tenemos que invertir en exponer y hablar con la gente
"7/2/24,",23:54:56,Alana Ironhack,Eso no es un buen medidor
"7/2/24,",23:55:10,Alana Ironhack,claro
"7/2/24,",23:55:12,Sil🐨,Eso es verdad
"7/2/24,",23:55:46,Sil🐨,No pasa nada capis
"7/2/24,",23:55:59,Sil🐨,De aquí salimos con un puesto mejor
"7/2/24,",23:56:39,Alana Ironhack,Así es
"7/2/24,",23:57:39,Sil🐨,Que no decaiga
"7/2/24,",23:59:45,~ Teresa,O al menos de aquí salimos habiendo ido al Juanchos!!! 🫶🏼🫶🏼🫶🏼
"8/2/24,",0:10:37,Alana Ironhack,Eso es !!! Que más quieres de la vida capi ??? Nada ya con eso lo tienes todo
"8/2/24,",0:31:47,Sil🐨,Comidita
"8/2/24,",14:52:17,Sil🐨,chicas a vosotras os a visto el cv rocio? tarda mucho?
"8/2/24,",14:56:20,~ Teresa,Pues la verdad que no se lo envíe todavía
"8/2/24,",14:56:21,~ Teresa,No te ha respondido?
"8/2/24,",15:04:04,Sil🐨,no joo
"8/2/24,",15:04:59,Sil🐨,ni al mensaje que le puse...
"8/2/24,",15:05:04,Sil🐨,me esta haciendo vacio
"8/2/24,",15:21:25,~ Teresa,"Que no responda ni al mensaje si que es más raro, quizá este de vacaciones en Hawai o algo así"
"8/2/24,",15:21:51,~ Teresa,Sino pregúntale a Andrea algún día que la veas por ahí (creo que se llamaba Andrea)
"8/2/24,",15:22:02,~ Teresa,Que normalmente está en la escuela por las tardes
"8/2/24,",15:22:38,Sil🐨,la cosa esq la veo conectada por eso me parece raro
"8/2/24,",15:22:54,Sil🐨,la voy a dar una semana
"8/2/24,",17:16:38,Alana Ironhack,Hola capis
"8/2/24,",17:17:04,Alana Ironhack,"Yo no sé lo he mandado, pero el lunes le escribí para recordarle lo que me tenía que enviar y me contestó"
"8/2/24,",17:17:15,Alana Ironhack,Que luego me lo mandaba que tenía trabajo atrasado
"8/2/24,",17:17:28,Alana Ironhack,Verás tú cuanto se puede tardar en adjuntar dos archivos
"8/2/24,",17:18:19,Sil🐨,a mi eso me tardo un monton
"8/2/24,",17:18:33,Sil🐨,me reuni con ella el 18 de dic y me lo mando en enero
"8/2/24,",17:18:48,Alana Ironhack,Pfff
"8/2/24,",20:46:21,Sil🐨,https://www.linkedin.com/posts/activity-7161301649347497985-prg0?utm_source=share&utm_medium=member_ios
"8/2/24,",20:49:44,~ Teresa,No me deja verlo ☹️
"8/2/24,",20:50:24,Sil🐨,Es esto por si os interesa
"8/2/24,",20:54:12,Sil🐨,Habéis echo el último lab?
"8/2/24,",20:55:07,~ Teresa,"Noup, no llegue a terminarlo, mañana libro así que me pondré con temas pendientes"
"8/2/24,",20:55:47,Alana Ironhack,Yo no lo he hecho llevo delay de 3 jajaj
"8/2/24,",20:57:10,Sil🐨,Valee yo también me pondré mañana
"8/2/24,",20:57:54,Sil🐨,Bueno no son tantos
"8/2/24,",21:18:53,Alana Ironhack,Ya pero luego me quejo de que estoy perdida
"9/2/24,",20:06:30,Alana Ironhack,Capis
"9/2/24,",20:06:41,Alana Ironhack,Ya hicieron los deberes para mañana ?
"9/2/24,",20:20:31,~ Teresa,"Bueno hacer, hacer, creo que es un verbo demasiado amplio"
"9/2/24,",20:20:42,~ Teresa,Solo dibujé vagamente en mi mente mi respuesta
"9/2/24,",20:20:53,Alana Ironhack,Jajaja esq soy tu fan
"9/2/24,",20:21:21,Alana Ironhack,Yo uno de mis proyectos finales será una hoja con las frases célebres de Capi Tere
"9/2/24,",20:22:00,~ Teresa,Dime tu estado de ánimo y te devolveré la frase óptima
"9/2/24,",20:23:56,Alana Ironhack,Con sueño intentado poner palabras rimbombantes en mi respuesta de la tarea
"9/2/24,",20:24:22,Alana Ironhack,Aunq sé que Octavio dirá eso noooo es ml
"9/2/24,",20:24:29,~ Teresa,Esa es la clave capi
"9/2/24,",20:24:44,~ Teresa,Aunque no sea ML pero tú a tope de palabros
"9/2/24,",21:15:52,Sil🐨,Holii
"9/2/24,",21:16:25,Sil🐨,Yo no tengo ni idea de ejemplos de ml
"9/2/24,",21:16:45,Sil🐨,Creo que lo que tengo en mente no vale
"10/2/24,",11:57:22,Sil🐨,estoy probando a exportar datos
"10/2/24,",17:45:04,Sil🐨,hay alguien?
"10/2/24,",17:48:06,Alana Ironhack,Que pasa pequeño Capibara
"10/2/24,",17:48:44,Sil🐨,al final sacasteis el .csv?
"10/2/24,",17:48:59,Alana Ironhack,Yo saqué uno temporal
"10/2/24,",17:49:01,Sil🐨,os acordais del numero de column
"10/2/24,",17:49:16,Alana Ironhack,Tengo que hacer limpieza
"10/2/24,",17:49:28,Alana Ironhack,Están en el set training
"10/2/24,",17:49:40,Sil🐨,ahh valee ahi se puede ver
"10/2/24,",17:49:49,Alana Ironhack,"Eran id, carat, price"
"10/2/24,",17:50:01,Alana Ironhack,Y ya no me acuerdo q más
"10/2/24,",17:52:22,Sil🐨,valee gracias capi!
"10/2/24,",17:52:31,~ Teresa,"Creo que había 11 o algo así, pero te lo estoy diciendo totalmente de memoria"
"10/2/24,",17:52:41,Sil🐨,chii 11
"10/2/24,",17:52:54,Alana Ironhack,Ah pues esos
"10/2/24,",17:53:43,Sil🐨,lo que he visto esq en el test tienen varios Dtype y yo pensaba que habia que igualarlos?
"10/2/24,",17:54:29,~ Teresa,A qué tengan todos los mismo formato?
"10/2/24,",17:54:41,Sil🐨,sii eso
"10/2/24,",17:55:47,~ Teresa,Mmm no recuerdo bien pero si que el csv con el que entrenes tiene que tener todo float o integer
"10/2/24,",17:56:38,Sil🐨,claro pero entonces el test no lo necesita?
"10/2/24,",17:56:58,Sil🐨,yo lo que entendi esq luego compara con el test no?
"10/2/24,",17:57:19,Sil🐨,o eso es lo que decia octavio de las dimensiones?
"10/2/24,",17:57:35,Alana Ironhack,Si
"10/2/24,",17:58:09,Alana Ironhack,Yo entendí que todo lo que ir hagas de transformación al de entrenar tienes que hacerle al test
"10/2/24,",17:58:19,Alana Ironhack,Yo entendí eso
"10/2/24,",17:59:44,~ Teresa,Yo saldré como la pesada de los podcast 🤡
"10/2/24,",18:01:10,Sil🐨,pero en test no precio
"10/2/24,",18:01:44,~ Teresa,Ah claro porque es sobre el que haces el modelo que entrenes
"10/2/24,",18:01:47,~ Teresa,Bueno no se
"10/2/24,",18:01:54,Sil🐨,que lio
"10/2/24,",18:02:01,~ Teresa,Ya me cagaste con esto 😂
"10/2/24,",18:02:43,Alana Ironhack,Según yo si tenía precio no ?
"10/2/24,",18:02:50,Alana Ironhack,No era la tercera columna ?
"10/2/24,",18:04:14,~ Teresa,"Hay diamons es el test que nos dieron, no?"
"10/2/24,",18:04:28,Sil🐨,sii
"10/2/24,",18:04:37,Sil🐨,ahh valee es un ejemplo
"10/2/24,",18:04:40,Sil🐨,no?
